,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,padj.IHW,log2fc.shrunk
gspK,110.229405161896,-0.358307741846378,0.240723930135105,-1.48845917248559,0.136629841544309,0.348134286874052,0.292406591576168,-0.282033205439724
yjbF,32.1535438416724,0.664099965653924,0.420609573602567,1.57889883476935,0.114359263335643,0.309428369238658,0.293398763413495,0.40746969920066
gcd,193.604366839,-0.277856098323005,0.175920015829344,-1.57944561915312,0.114233880624389,0.309308949884102,0.29358302787423,-0.235216465505501
ydiL,1.59985817633424,4.00042410601834,2.19931290597917,1.81894267757106,0.0689201758670289,NA,0.29358302787423,0.354856345877309
yihN,70.8628768200224,0.449874661666112,0.285168688078036,1.57757383778055,0.114663546660078,0.309762454264804,0.29358302787423,0.337036978087276
loiP,225.675452589513,-0.257622460286986,0.163547844209045,-1.57521159348145,0.115207612036028,0.310619956813851,0.2958608866657,-0.220113245504489
ybdJ,1.48076369966735,-4.16645022718345,2.29435985941572,-1.81595324294267,0.0693775448747705,NA,0.297466168719297,-0.345352479197021
sfsA,40.5044772141989,-0.552652926493718,0.37461388528364,-1.47526012303382,0.140142622912294,0.3542739093221,0.29814921395448,-0.361562010128332
yccE,3.03140078220069,3.30374500166521,1.82136132457347,1.81388775367726,0.069695008503714,0.225428120113542,0.29814921395448,0.389890031771989
cyuP,126.750450525716,0.33820524218177,0.215768432497662,1.5674454240911,0.117010613472263,0.314146266212203,0.29814921395448,0.275401107677476
yhiI,89.0415000631899,0.405740144030939,0.258972299868148,1.56673182513155,0.117177388609716,0.314372317432831,0.298234171865979,0.314212919477873
melB,279.683687419525,-0.238696707290418,0.152410756451558,-1.56614082134213,0.117315653276054,0.314521614099957,0.298360558163622,-0.205324741066597
dtd,71.8415187466824,-0.458748612119823,0.293075412760322,-1.56529204479868,0.11751444758534,0.314611464105055,0.298640578244194,-0.339758437628276
fdoI,63.1465744522706,0.44862970559411,0.305047943083032,1.47068588976519,0.141376083890425,0.356200364904599,0.299372114342197,0.32472383659593
insZ,8.19398808778405,1.58811952573216,0.878579255769738,1.80759961642935,0.0706688379833438,0.228190217304996,0.299372114342197,0.494801152861497
rlmG,218.163154946108,-0.259573679566039,0.166161128810075,-1.56218052576386,0.118245466962385,0.315704797310571,0.299691334568671,-0.221092143408195
frvR,143.87312864789,0.318055528595738,0.203602188403564,1.56214199409936,0.11825454188728,0.315704797310571,0.299968149706575,0.262147572231789
ybaT,86.9607385769049,-0.414804280250284,0.265625801018889,-1.56161140468725,0.118379561138991,0.315817091279705,0.301037403843476,-0.318432717183166
yihU,82.9806479162123,0.411552972140814,0.263969241589859,1.55909442199429,0.118974033686747,0.316737165206606,0.301037403843476,0.316544948715171
yhbP,13.6338017693199,1.18340366508006,0.657474696970221,1.79992275069053,0.0718728367643383,0.230513807549988,0.302533731264806,0.507739480504755
yahH,13.7084278278657,1.17110485461359,0.651167164793586,1.79847037432365,0.0721024993186311,0.231055736452886,0.303865257794406,0.50729463938811
yaaW,38.6376434873987,0.59270764943885,0.381444015507222,1.55385227017051,0.120219659051919,0.31938328123563,0.305029225628047,0.385768181935482
nadD,3.0260264617323,-3.52936938845317,1.78907596329094,-1.9727331096445,0.0485259776253369,0.174189786765253,0.306320675528254,-0.447560437413761
ycbJ,25.7259029133347,0.95345778949292,0.483361635354552,1.97255578381505,0.0485461948405394,0.174189786765253,0.306320675528254,0.544547171519618
queC,35.6661263256311,0.629646494848196,0.407235596562271,1.5461479796055,0.122068833531582,0.322048544182074,0.307200638369994,0.39362327846416
yidK,183.958421667667,0.282170512376871,0.182160940288358,1.54901765400529,0.121377476283764,0.321557954773535,0.307200638369994,0.236992227721512
yhbV,95.6608505106354,0.384188498382085,0.248128810711886,1.54834296460714,0.121539745333383,0.321557954773535,0.307227109464094,0.301108399324515
fes,23.4691998432354,1.9174264475352,1.07234473723802,1.78806906114335,0.0737648664360453,0.23499819792638,0.308424511028598,0.465380141025125
ybcM,9.71335754965404,1.40694774310327,0.786681307039763,1.78845960939066,0.0737018865435173,0.23499819792638,0.308752658143699,0.497350093591027
recB,86.882028682502,0.396784645002297,0.258695121242211,1.53379253190784,0.125080700830936,0.327048233560009,0.313976098433215,0.306654170276633
fdoG,332.889049383493,0.216810345056197,0.141349087395918,1.53386448438053,0.125062994902897,0.327048233560009,0.313976098433215,0.187098171413283
nth,6.73620107998771,1.8229824006296,1.02445585132395,1.77946409137462,0.0751637069594208,0.238370322734557,0.314153878904354,0.468343999368197
cobU,17.5072631836863,-1.01409659770202,0.570275963992152,-1.77825590018375,0.07536183568988,0.238370322734557,0.314153878904354,-0.497609740127354
yafS,35.1032454112184,0.606300340462293,0.395761298233455,1.53198491911315,0.125526156291001,0.327871669492763,0.31439198510833,0.385468516988894
ybhH,11.5149566469395,1.31519327565356,0.739707893641277,1.77799005115304,0.0754054888898504,0.238370322734557,0.314482325863066,0.497378848208357
ydeN,8.83889935731579,1.48533095816177,0.836765260740394,1.77508678700106,0.0758835583232021,0.239329083698934,0.315166363550374,0.488285602307305
yobH,3.00480527853588,3.2645939864866,1.83749974351664,1.77665003655389,0.0756258375977711,0.238729323163113,0.315166363550374,0.376631307027453
rpnE,33.6375752513987,0.618632624953547,0.404082374123106,1.53095671716945,0.125780090228149,0.327975892807236,0.315355146734754,0.38824531378528
ycfJ,5.32077587990302,2.00885849379708,1.1321625961085,1.77435511533589,0.0760044292597876,0.239329083698934,0.31542549639842,0.453491975033639
dhaR,32.2042970961281,0.61281366409952,0.427838503939597,1.43234809035803,0.152044226562439,0.372187128335303,0.316009080355364,0.368134771894935
xylB,189.806907082824,0.26017802682826,0.18191401807166,1.43022527667862,0.15265237303028,0.372769457425449,0.317038557439088,0.216266804669739
yajG,14.6089732291481,1.15222772341365,0.650705916926313,1.7707349717309,0.0766047840666485,0.240363054709401,0.317212629866601,0.498241667350308
pstS,9.33247185861704,1.45919468207853,0.824183800587743,1.77047241287435,0.0766484760749179,0.240363054709401,0.317778936972521,0.487989022024734
ybbA,20.1287306146641,0.93511266017964,0.527590902574592,1.77241998604673,0.076324866583336,0.239743207163993,0.31809604571028,0.490762656224269
nuoE,3.83855109826199,-2.46496575937811,1.39316049936499,-1.76933365574293,0.076838210076238,0.240561731710722,0.31809604571028,-0.421085867507539
yjdP,32.3952749724955,0.628516468837706,0.413802165389592,1.51888153665402,0.128792317241151,0.334000239602903,0.319347572981373,0.38820705284928
grxB,12.0857501526461,1.26752538708579,0.717443939190141,1.76672394572959,0.0772744710895728,0.24153030495731,0.319431295587133,0.494964308985919
kefF,24.867368218029,0.844705020460531,0.479189172811651,1.76277985477888,0.0779376263617086,0.243403235077133,0.321071895413906,0.478427765254332
yahB,37.7153119331652,0.551758049025045,0.38843695050652,1.42045716378309,0.155474630951898,0.377482091858339,0.321071895413906,0.352146886809088
cheW,19.8391572820859,-0.925706148862153,0.526048955308059,-1.75973384134952,0.0784529450697645,0.244554822409393,0.322727717651438,-0.486557524204222
yaiO,81.5524774627332,-0.400746901576195,0.265456576729988,-1.50965143343885,0.131132389887569,0.33839488143103,0.323644363061227,-0.306561313211178
rhsE,103.78997732304,-0.35720692690892,0.236199085112225,-1.51231291492598,0.130454277079634,0.33716186886773,0.323644363061227,-0.283159951131265
sbp,114.124159470116,-0.341072137788,0.225966209275966,-1.50939443061356,0.131198015495719,0.33839488143103,0.323644363061227,-0.273443252939006
narZ,102.697660803969,-0.338426144754554,0.239404994969316,-1.41361354970029,0.157475400698954,0.380157799911807,0.323793475917939,-0.265247276510152
hisB,40.2012913830173,-0.580298574569422,0.384032958865035,-1.51106450937031,0.130772015926852,0.337753775192351,0.323793475917939,-0.375129780151214
yfcJ,35.404344591261,0.591179829667497,0.392960698010023,1.50442482584459,0.132472016002335,0.340757408730332,0.326070478604884,0.376791100062752
tqsA,26.5381986462212,-0.824551354569106,0.472298298741886,-1.74582749242493,0.0808409321963796,0.248997919799043,0.330809824792334,-0.471585358372937
rcsA,4.59000157543865,-2.43367872308016,1.26178852577048,-1.92875325252629,0.0537615017752666,0.18708412912106,0.330809824792334,-0.491782330379653
gatR,55.2243873005601,0.479766374016155,0.321001909519869,1.49459040519028,0.135021371746059,0.344984135729695,0.331476558450251,0.340134274694141
gltD,141.617723911156,0.305913251780749,0.205180322806903,1.49094829170654,0.135975071198056,0.346722770295379,0.334108464708152,0.250281138397625
ybeU,36.3399008265995,-0.582351330228091,0.39159514774554,-1.48712601159835,0.136981532684316,0.348588699818979,0.33594247439033,-0.371517657709316
yncJ,2.34131889107797,-3.31110524823872,1.90842997464745,-1.73498912311435,0.0827427317886114,0.252756926706846,0.337396364876058,-0.357288480334208
yhcG,166.770749960045,-0.287318215369398,0.193592737753717,-1.48413736332876,0.137772482737287,0.350367295778792,0.337396364876058,-0.237542722951422
dmlA,25.4031692177034,-0.80568209844975,0.463708977191212,-1.73747358381963,0.0823036128074519,0.251872872956567,0.338070677214242,-0.466839196770628
ldrA,1.48508471493098,3.95310508468271,2.28101803048173,1.73304420739184,0.0830878116907957,NA,0.338070677214242,0.323737662769793
moaA,20.5310513569173,0.903761871386483,0.52170723076157,1.73231616910351,0.0832172846454398,0.253446562116151,0.338101966301663,0.47734760538519
cnu,8.26645086088628,-1.67901578081756,0.876160242524559,-1.91633413538563,0.0553225785707165,0.190945654232745,0.338101966301663,-0.532498707767181
ppdA,175.853685374357,-0.304210967455275,0.205340816876797,-1.48149292518788,0.13847526879593,0.35168468866318,0.338101966301663,-0.248653096563509
tfaP,6.08046061083801,1.79545627344429,1.0344620651842,1.7356424501894,0.0826270751108743,0.252659658592047,0.338287661374719,0.452650175917008
ygfB,159.442084774975,-0.285433244849393,0.192891319084084,-1.47976200383061,0.138936772035719,0.352621527426654,0.338287661374719,-0.236046500940357
ytfI,7.17153939595539,-1.61214853505698,0.931315985778996,-1.73104355522095,0.0834439964096074,0.253528566904529,0.338287661374719,-0.463469132649857
rpiA,14.4623304615634,-1.12813536065481,0.652056043375033,-1.73012024367659,0.0836087940954127,0.25364292125737,0.338710852217064,-0.485079297524835
codA,60.8240589507856,0.456505984023484,0.309884088772713,1.47315077012009,0.1407103861626,0.355228408568314,0.342097432091502,0.328269068321961
tdcG,183.596024980251,0.267172125831533,0.181583651089419,1.47134460745019,0.141197945489546,0.355987138065364,0.344815624865286,0.222971189091101
yadE,56.6055932767635,-0.463714333588373,0.315852802274463,-1.46813430259018,0.142067745486182,0.357706287741994,0.344899416964248,-0.33055871782003
truA,17.1294512939589,-1.12241899667506,0.589443862586474,-1.90419998903695,0.0568841431674057,0.195273158736081,0.344988004964914,-0.539987994856635
ygaP,36.3158708295237,-0.565696200954732,0.385642201537045,-1.46689392058247,0.142404914580931,0.358318248387048,0.344988004964914,-0.363717534358151
insH21,32.7507701024348,-0.556486639268171,0.405982658719221,-1.37071529366243,0.170463725397733,0.399603080412049,0.344988004964914,-0.344525389701131
yebK,38.1385538762904,-0.559843942348874,0.381985475023346,-1.46561578634543,0.142752988108718,0.358956820165053,0.345566401367484,-0.36194394630252
yghX,197.21015997943,-0.255608970584085,0.174536625726699,-1.46450047100334,0.1430572544707,0.359247340217648,0.345906251223704,-0.214403354110845
guaC,50.7279891227389,0.451917264967654,0.331138730721456,1.36473696079905,0.172335738370822,0.402257606362796,0.347640649549182,0.312973767857493
rutG,35.1857546217876,0.586815465422438,0.400951165052495,1.46355844943263,0.143314632447836,0.359656430935341,0.34783451035233,0.368413548625628
yfiF,21.2505886849947,0.878764529394273,0.51290172970481,1.71331948890098,0.0866537789060203,0.259756642752141,0.34783451035233,0.470051605825405
fumE,49.4891137468803,0.4960488696752,0.339545687360827,1.46091936413865,0.144037571791965,0.360283203555856,0.34783451035233,0.341616452348871
apaG,24.8459276111895,-0.806845694497295,0.470860500370189,-1.71355570038887,0.0866103553527767,0.259756642752141,0.34817348063647,-0.461473382629943
pncB,55.2780610877164,-0.43277013931316,0.317791492399621,-1.36180530210341,0.173259337851711,0.403601032727328,0.34817348063647,-0.305395181089141
yhaV,48.1049233760721,-0.495893221321001,0.339331328169617,-1.46138355098509,0.143910212262949,0.360201300516139,0.34817348063647,-0.341626889963531
ybaQ,5.86446558722421,1.79569026180706,1.04898664893365,1.71183328561185,0.0869273960659956,0.260167135867331,0.348347429945433,0.443146893962484
ynjB,12.6100914598902,1.25201434223633,0.72996849650732,1.71516215867786,0.0863155006209596,0.259355257193365,0.348347429945433,0.477444854771767
insF-5,37.3282786395089,0.527021002560419,0.387490132268016,1.36008883497424,0.173801813801956,0.404192733747127,0.348347429945433,0.335499266888655
tauA,34.1114482508879,0.58879470640419,0.404063859022164,1.45718230734388,0.145066063103045,0.362009541066325,0.348570355389652,0.36771867803639
yoaG,6.95861817365125,-1.78138541396631,0.940155478708667,-1.8947774642691,0.0581218900030997,0.198626602550988,0.34897972416391,-0.517905450824633
phnM,43.7694787435322,0.519730406648251,0.382787831473081,1.35775059684676,0.174542835888211,0.404967809836432,0.349085671776423,0.333195251642049
yphD,38.1171482643449,-0.555107221010691,0.381759186070142,-1.4540769188163,0.145924981936444,0.363095690347741,0.349476325092898,-0.358729458792394
scpB,138.761379079821,-0.281077376682614,0.207275218616188,-1.35605876360495,0.175080471791045,0.405186234716418,0.349663202368754,-0.226873315178989
tnaC,14.3636744059419,-1.06647710560665,0.625243762473525,-1.705698112665,0.088064301249042,0.26212728292033,0.350430066906857,-0.477128236030591
arnF,14.6006256253218,-1.07777090147775,0.632044509519019,-1.70521361272155,0.0881545920994433,0.262191040720766,0.350789987762571,-0.477060996298978
fliG,8.59422217889818,1.49537186360522,0.877256329167055,1.70460082633437,0.088268897151254,0.262326066709464,0.350995727398882,0.460947666719078
insD-5,129.189859870685,-0.327321506714309,0.225349024061552,-1.45250909373765,0.146360102485911,0.363940503046286,0.351089208758539,-0.261416063581381
uvrC,45.9557322601413,0.485602816095235,0.359390048731962,1.35118603814599,0.176635845885212,0.40711222035713,0.351520344856547,0.322367552605109
yoeA,187.231734025347,-0.26360587077615,0.181694048621173,-1.4508228132764,0.146829205424731,0.36463064908803,0.351715960478193,-0.219567330851481
mdtI,2.26669283253223,-3.27398358749524,1.92357060231804,-1.70203453075747,0.0887488953447576,0.263136327552564,0.351906094914911,-0.346349100212775
moaE,3.63344194930016,2.69876150594483,1.58550814113369,1.70214295084926,0.0887285740563216,0.263136327552564,0.352001329648735,0.379077406602719
fliS,4.4677527387809,2.18988999132579,1.28774219104447,1.70056553753947,0.0890246000747015,0.263543275648825,0.352001329648735,0.411018747871862
xanP,215.540032584123,0.247006141919329,0.170813778862593,1.44605513421741,0.148161738332444,0.366505352717098,0.352001329648735,0.20741911758243
alaA,48.1486951463468,0.493040209321506,0.341382753928089,1.44424463054558,0.148670174695888,0.367285759290881,0.352946870650187,0.338251181394041
rmuC,99.6369850891859,0.35565391779056,0.245830636649537,1.44674367132519,0.147968728281296,0.366265896337383,0.352946870650187,0.277383386074104
panE,51.3051280641907,-0.473093213906832,0.327867857872624,-1.44293867955373,0.149037745908197,0.367775169822614,0.353260996109365,-0.330956148668193
